INFO: Connected
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.354075925Z"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.23361426Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.23361426Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.23361426Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.23361426Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.270264635Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.270264635Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.270264635Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.270264635Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.278781291Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.278781291Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.278781291Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.278781291Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.354075925Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.354075925Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.354075925Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.354075925Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.439539938Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.439539938Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.439539938Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.439539938Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.450229518Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.450229518Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.450229518Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.450229518Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.423064951Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.423064951Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.423064951Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.423064951Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.458059602Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.458059602Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.458059602Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.458059602Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.468682766Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.468682766Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.468682766Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.468682766Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.474461716Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.474461716Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.474461716Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.474461716Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.492326264Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.492326264Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.492326264Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.492326264Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.482482629Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.482482629Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.482482629Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.482482629Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.509834777Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.509834777Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.509834777Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.509834777Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.518089396Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.518089396Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.518089396Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.518089396Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.50168399Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.50168399Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.50168399Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.50168399Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.526626343Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.526626343Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.526626343Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.526626343Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.534739922Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.534739922Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.534739922Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.534739922Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.540864533Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.540864533Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.551552404Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.551552404Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.540864533Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.540864533Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.551552404Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.551552404Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.559965729Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.559965729Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.559965729Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.559965729Z.log","status":"successful"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.567007616Z] {"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.567007616Z.log","status":"executing"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.567007616Z] {"currentSoftwareList":[{"modules":[],"type":""}],"logPath":"/var/log/tedge/agent/workflow-software_list-c8y-mapper-2024-06-28T07:09:18.567007616Z.log","status":"successful"}
[c8y/s/uat] 
[c8y/s/dat] 71,<<redacted>>
[$SYS/brokers/disconnected] {"username":"(null)","ts":1719558578004,"reason_code":"0","client_id":"nnswvsctml","IPv4":"127.0.0.1"}
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[te/device/main///cmd/software_list/c8y-mapper-2024-06-28T07:09:18.215723503Z] 
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.423064951Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.439539938Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.450229518Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.458059602Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.468682766Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
[tedge/commands/req/software/list] {"id":"c8y-mapper-2024-06-28T07:09:18.474461716Z"}
